Date,PAL2MALY Index_PX_LAST
12-03-07,1967.0
13-03-07,1972.0
14-03-07,1955.0
15-03-07,1952.0
16-03-07,1954.0
19-03-07,1961.0
20-03-07,1967.0
21-03-07,1977.0
22-03-07,1964.0
23-03-07,1997.0
26-03-07,2005.0
27-03-07,1995.0
28-03-07,2023.0
29-03-07,2023.0
30-03-07,2035.0
02-04-07,2057.0
03-04-07,2093.0
04-04-07,2113.0
05-04-07,2119.0
06-04-07,2121.0
09-04-07,2138.0
10-04-07,2178.0
11-04-07,2216.0
12-04-07,2222.0
13-04-07,2240.0
16-04-07,2308.0
17-04-07,2293.0
18-04-07,2257.0
19-04-07,2285.0
20-04-07,2298.0
23-04-07,2298.0
24-04-07,2296.0
25-04-07,2295.0
26-04-07,2307.0
27-04-07,2301.0
30-04-07,2333.0
01-05-07,2719.0
03-05-07,2362.0
04-05-07,2385.0
07-05-07,2384.0
08-05-07,2390.0
09-05-07,2395.0
10-05-07,2417.0
11-05-07,2449.0
14-05-07,2490.0
15-05-07,2489.0
16-05-07,2500.0
17-05-07,2497.0
18-05-07,2522.0
21-05-07,2522.0
22-05-07,2525.0
23-05-07,2527.0
24-05-07,2558.0
25-05-07,2604.0
28-05-07,2647.0
29-05-07,2695.0
30-05-07,2650.0
31-05-07,2695.0
01-06-07,2719.0
04-06-07,2733.0
05-06-07,2798.0
06-06-07,2886.0
07-06-07,2851.0
08-06-07,2844.0
11-06-07,2671.0
12-06-07,2597.0
13-06-07,2450.0
14-06-07,2481.0
15-06-07,2552.0
18-06-07,2642.0
19-06-07,2589.0
20-06-07,2539.0
21-06-07,2532.0
22-06-07,2526.0
25-06-07,2510.0
26-06-07,2491.0
27-06-07,2492.0
28-06-07,2497.0
29-06-07,2499.0
02-07-07,2588.0
03-07-07,2603.0
04-07-07,2605.0
05-07-07,2616.0
06-07-07,2625.0
09-07-07,2627.0
10-07-07,2624.0
11-07-07,2661.0
12-07-07,2675.0
13-07-07,2686.0
16-07-07,2676.0
17-07-07,2654.0
18-07-07,2649.0
19-07-07,2654.0
20-07-07,2627.0
23-07-07,2599.0
24-07-07,2618.0
25-07-07,2631.0
26-07-07,2640.0
27-07-07,2675.0
30-07-07,2714.0
31-07-07,2736.0
01-08-07,2725.0
02-08-07,2695.0
03-08-07,2687.0
06-08-07,2630.0
07-08-07,2545.0
08-08-07,2533.0
09-08-07,2569.0
10-08-07,2553.0
13-08-07,2543.0
14-08-07,2544.0
15-08-07,2516.0
16-08-07,2494.0
17-08-07,2444.0
20-08-07,2477.0
21-08-07,2479.0
22-08-07,2508.0
23-08-07,2531.0
24-08-07,2532.0
27-08-07,2529.0
28-08-07,2518.0
29-08-07,2475.0
30-08-07,2495.0
03-09-07,2534.0
04-09-07,2542.0
05-09-07,2536.0
06-09-07,2537.0
07-09-07,2534.0
10-09-07,2539.0
11-09-07,2548.0
12-09-07,2554.0
13-09-07,2577.0
14-09-07,2602.0
17-09-07,2630.0
18-09-07,2637.0
19-09-07,2621.0
20-09-07,2614.0
21-09-07,2636.0
24-09-07,2674.0
25-09-07,2681.0
26-09-07,2681.0
27-09-07,2677.0
28-09-07,2700.0
01-10-07,2708.0
02-10-07,2695.0
03-10-07,2678.0
04-10-07,2696.0
05-10-07,2729.0
08-10-07,2656.0
09-10-07,2687.0
10-10-07,2726.0
11-10-07,2782.0
12-10-07,2785.0
16-10-07,2835.0
17-10-07,2825.0
18-10-07,2830.0
19-10-07,2690.0
22-10-07,2831.0
23-10-07,2847.0
24-10-07,2830.0
25-10-07,2840.0
26-10-07,2877.0
29-10-07,2935.0
30-10-07,2914.0
01-11-07,2936.0
02-11-07,2938.0
05-11-07,2943.0
06-11-07,2944.0
07-11-07,2990.0
09-11-07,3002.0
12-11-07,2986.0
13-11-07,2961.0
14-11-07,2937.0
15-11-07,2972.0
16-11-07,2942.0
19-11-07,2955.0
20-11-07,2939.0
21-11-07,2972.0
22-11-07,2890.0
23-11-07,2988.0
26-11-07,3031.0
27-11-07,3021.0
28-11-07,2950.0
29-11-07,2965.0
03-12-07,2905.0
04-12-07,2925.0
05-12-07,2897.0
06-12-07,2858.0
07-12-07,2893.0
10-12-07,2862.0
11-12-07,2887.0
12-12-07,2892.0
13-12-07,2914.0
14-12-07,2921.0
17-12-07,2939.0
18-12-07,2941.0
19-12-07,2967.0
21-12-07,2990.0
24-12-07,3010.0
26-12-07,3059.0
27-12-07,3117.0
28-12-07,3106.0
31-12-07,3105.0
02-01-08,3111.0
03-01-08,3142.0
04-01-08,3138.0
07-01-08,3146.0
08-01-08,3161.0
09-01-08,3194.0
11-01-08,3240.0
14-01-08,3331.0
15-01-08,3372.0
16-01-08,3313.0
17-01-08,3335.0
18-01-08,3330.0
21-01-08,3294.0
22-01-08,3150.0
24-01-08,3175.0
25-01-08,3242.0
28-01-08,3231.0
29-01-08,3220.0
30-01-08,3247.0
01-02-08,3209.0
04-02-08,3308.0
06-02-08,3398.0
11-02-08,3381.0
12-02-08,3432.0
13-02-08,3382.0
14-02-08,3428.0
15-02-08,3506.0
18-02-08,3521.0
19-02-08,3591.0
20-02-08,3619.0
21-02-08,3677.0
22-02-08,3681.0
25-02-08,3813.0
26-02-08,3798.0
27-02-08,3823.0
28-02-08,3832.0
29-02-08,3946.0
03-03-08,4158.0
04-03-08,4203.0
05-03-08,3965.0
06-03-08,4006.0
07-03-08,3703.0
10-03-08,3598.0
11-03-08,3795.0
12-03-08,3804.0
13-03-08,3831.0
14-03-08,3707.0
17-03-08,3581.0
18-03-08,3358.0
19-03-08,3334.0
21-03-08,3308.0
24-03-08,3484.0
25-03-08,3466.0
26-03-08,3605.0
27-03-08,3615.0
28-03-08,3585.0
31-03-08,3389.0
01-04-08,3142.0
02-04-08,3278.0
03-04-08,3294.0
04-04-08,3290.0
07-04-08,3350.0
08-04-08,3372.0
09-04-08,3389.0
10-04-08,3403.0
11-04-08,3456.0
14-04-08,3508.0
15-04-08,3652.0
16-04-08,3666.0
17-04-08,3650.0
18-04-08,3605.0
21-04-08,3486.0
22-04-08,3462.0
23-04-08,3504.0
24-04-08,3505.0
25-04-08,3413.0
28-04-08,3458.0
30-04-08,3378.0
02-05-08,3380.0
05-05-08,3407.0
06-05-08,3407.0
07-05-08,3402.0
08-05-08,3433.0
09-05-08,3479.0
12-05-08,3593.0
13-05-08,3566.0
14-05-08,3599.0
15-05-08,3534.0
16-05-08,3526.0
20-05-08,3546.0
21-05-08,3547.0
22-05-08,3593.0
23-05-08,3602.0
26-05-08,3666.0
27-05-08,3708.0
28-05-08,3658.0
29-05-08,3612.0
30-05-08,3497.0
02-06-08,3530.0
03-06-08,3552.0
04-06-08,3510.0
05-06-08,3507.0
06-06-08,3607.0
09-06-08,3673.0
10-06-08,3629.0
11-06-08,3575.0
12-06-08,3663.0
13-06-08,3684.0
16-06-08,3708.0
17-06-08,3666.0
18-06-08,3658.0
19-06-08,3614.0
20-06-08,3550.0
23-06-08,3556.0
24-06-08,3544.0
25-06-08,3529.0
26-06-08,3534.0
27-06-08,3572.0
30-06-08,3599.0
01-07-08,3571.0
02-07-08,3594.0
03-07-08,3600.0
04-07-08,3598.0
07-07-08,3545.0
08-07-08,3490.0
09-07-08,3487.0
10-07-08,3488.0
11-07-08,3523.0
14-07-08,3514.0
15-07-08,3516.0
16-07-08,3502.0
17-07-08,3445.0
18-07-08,3390.0
21-07-08,3281.0
22-07-08,3275.0
23-07-08,3175.0
24-07-08,3106.0
25-07-08,3096.0
28-07-08,3147.0
29-07-08,3010.0
30-07-08,2981.0
31-07-08,3039.0
01-08-08,2981.0
04-08-08,2879.0
05-08-08,2782.0
06-08-08,2777.0
07-08-08,2809.0
08-08-08,2828.0
11-08-08,2692.0
12-08-08,2624.0
13-08-08,2616.0
14-08-08,2635.0
15-08-08,2469.0
18-08-08,2457.0
19-08-08,2524.0
20-08-08,2532.0
21-08-08,2642.0
22-08-08,2727.0
25-08-08,2637.0
26-08-08,2481.0
27-08-08,2472.0
28-08-08,2503.0
29-08-08,2532.0
02-09-08,2483.0
03-09-08,2520.0
04-09-08,2502.0
05-09-08,2477.0
08-09-08,2503.0
09-09-08,2392.0
10-09-08,2375.0
11-09-08,2333.0
12-09-08,2350.0
15-09-08,2317.0
16-09-08,2163.0
17-09-08,2147.0
18-09-08,2114.0
19-09-08,2209.0
22-09-08,2313.0
23-09-08,2404.0
24-09-08,2345.0
25-09-08,2318.0
26-09-08,2290.0
29-09-08,2244.0
03-10-08,2012.0
06-10-08,1894.0
07-10-08,1903.0
08-10-08,1907.0
09-10-08,1899.0
10-10-08,1811.0
13-10-08,1821.0
14-10-08,1892.0
15-10-08,1803.0
16-10-08,1664.0
17-10-08,1682.0
20-10-08,1704.0
21-10-08,1709.0
22-10-08,1612.0
23-10-08,1546.0
24-10-08,1485.0
28-10-08,1418.0
29-10-08,1432.0
30-10-08,1540.0
31-10-08,1507.0
03-11-08,1633.0
04-11-08,1596.0
05-11-08,1694.0
06-11-08,1593.0
07-11-08,1617.0
10-11-08,1639.0
11-11-08,1583.0
12-11-08,1515.0
13-11-08,1441.0
14-11-08,1451.0
17-11-08,1413.0
18-11-08,1404.0
19-11-08,1442.0
20-11-08,1425.0
21-11-08,1415.0
24-11-08,1464.0
25-11-08,1496.0
26-11-08,1513.0
27-11-08,1575.0
28-11-08,1664.0
01-12-08,1604.0
02-12-08,1565.0
03-12-08,1564.0
04-12-08,1484.0
05-12-08,1444.0
09-12-08,1528.0
10-12-08,1576.0
11-12-08,1618.0
12-12-08,1595.0
15-12-08,1588.0
16-12-08,1548.0
18-12-08,1559.0
19-12-08,1538.0
22-12-08,1581.0
23-12-08,1559.0
24-12-08,1554.0
26-12-08,1570.0
30-12-08,1630.0
02-01-09,1722.0
05-01-09,1788.0
06-01-09,1876.0
07-01-09,1988.0
08-01-09,1890.0
09-01-09,1909.0
12-01-09,1963.0
13-01-09,1820.0
14-01-09,1864.0
15-01-09,1834.0
16-01-09,1819.0
19-01-09,1855.0
20-01-09,1826.0
21-01-09,1808.0
22-01-09,1835.0
23-01-09,1856.0
28-01-09,1814.0
29-01-09,1791.0
30-01-09,1760.0
02-02-09,1745.0
03-02-09,1776.0
04-02-09,1827.0
05-02-09,1854.0
06-02-09,1886.0
09-02-09,1940.0
10-02-09,1935.0
11-02-09,1944.0
12-02-09,1939.0
13-02-09,1975.0
16-02-09,1995.0
17-02-09,1936.0
18-02-09,1891.0
19-02-09,1896.0
20-02-09,1909.0
23-02-09,1907.0
24-02-09,1900.0
25-02-09,1926.0
26-02-09,1921.0
27-02-09,1923.0
02-03-09,1948.0
03-03-09,1924.0
04-03-09,1960.0
05-03-09,1993.0
06-03-09,2000.0
10-03-09,2052.0
11-03-09,2055.0
12-03-09,2012.0
13-03-09,2017.0
16-03-09,2039.0
17-03-09,2043.0
18-03-09,2062.0
19-03-09,2033.0
20-03-09,2066.0
23-03-09,2119.0
24-03-09,2120.0
25-03-09,2080.0
26-03-09,2103.0
27-03-09,2109.0
30-03-09,2116.0
01-04-09,2151.0
02-04-09,2213.0
03-04-09,2269.0
06-04-09,2266.0
07-04-09,2270.0
08-04-09,2285.0
09-04-09,2356.0
10-04-09,2398.0
13-04-09,2466.0
14-04-09,2505.0
15-04-09,2566.0
16-04-09,2549.0
17-04-09,2584.0
20-04-09,2616.0
21-04-09,2609.0
22-04-09,2622.0
23-04-09,2666.0
24-04-09,2758.0
27-04-09,2689.0
28-04-09,2676.0
29-04-09,2603.0
30-04-09,2710.0
04-05-09,2846.0
05-05-09,2817.0
06-05-09,2824.0
07-05-09,2840.0
08-05-09,2823.0
11-05-09,2848.0
12-05-09,2856.0
13-05-09,2887.0
14-05-09,2823.0
15-05-09,2769.0
18-05-09,2680.0
19-05-09,2757.0
20-05-09,2745.0
21-05-09,2638.0
22-05-09,2608.0
25-05-09,2587.0
26-05-09,2505.0
27-05-09,2542.0
28-05-09,2551.0
29-05-09,2609.0
01-06-09,2664.0
02-06-09,2650.0
03-06-09,2612.0
04-06-09,2567.0
05-06-09,2587.0
08-06-09,2514.0
09-06-09,2489.0
10-06-09,2485.0
11-06-09,2504.0
12-06-09,2491.0
15-06-09,2428.0
16-06-09,2414.0
17-06-09,2409.0
18-06-09,2379.0
19-06-09,2317.0
22-06-09,2226.0
23-06-09,2233.0
24-06-09,2253.0
25-06-09,2311.0
26-06-09,2322.0
29-06-09,2265.0
30-06-09,2254.0
01-07-09,2255.0
02-07-09,2209.0
03-07-09,2149.0
06-07-09,2128.0
07-07-09,2096.0
08-07-09,2002.0
09-07-09,2029.0
10-07-09,2058.0
13-07-09,2022.0
14-07-09,2056.0
15-07-09,2120.0
16-07-09,2108.0
17-07-09,2113.0
20-07-09,2188.0
21-07-09,2182.0
22-07-09,2147.0
23-07-09,2144.0
24-07-09,2148.0
27-07-09,2142.0
28-07-09,2159.0
29-07-09,2167.0
30-07-09,2167.0
31-07-09,2280.0
03-08-09,2325.0
04-08-09,2367.0
05-08-09,2378.0
06-08-09,2347.0
07-08-09,2366.0
10-08-09,2423.0
11-08-09,2463.0
12-08-09,2496.0
13-08-09,2512.0
14-08-09,2490.0
17-08-09,2426.0
18-08-09,2435.0
19-08-09,2406.0
20-08-09,2406.0
21-08-09,2373.0
24-08-09,2458.0
25-08-09,2443.0
26-08-09,2451.0
27-08-09,2420.0
28-08-09,2455.0
01-09-09,2400.0
02-09-09,2322.0
03-09-09,2320.0
04-09-09,2303.0
07-09-09,2207.0
08-09-09,2230.0
09-09-09,2249.0
10-09-09,2249.0
11-09-09,2239.0
14-09-09,2154.0
15-09-09,2149.0
16-09-09,2189.0
17-09-09,2216.0
18-09-09,2234.0
23-09-09,2233.0
24-09-09,2194.0
25-09-09,2206.0
28-09-09,2173.0
29-09-09,2176.0
30-09-09,2175.0
01-10-09,2182.0
02-10-09,2152.0
05-10-09,2096.0
06-10-09,2101.0
07-10-09,2119.0
08-10-09,2094.0
09-10-09,2089.0
12-10-09,2147.0
13-10-09,2183.0
14-10-09,2184.0
15-10-09,2166.0
16-10-09,2170.0
19-10-09,2206.0
20-10-09,2190.0
21-10-09,2162.0
22-10-09,2200.0
23-10-09,2222.0
26-10-09,2207.0
27-10-09,2179.0
28-10-09,2153.0
29-10-09,2125.0
30-10-09,2151.0
02-11-09,2139.0
03-11-09,2128.0
04-11-09,2158.0
05-11-09,2163.0
06-11-09,2182.0
09-11-09,2164.0
10-11-09,2177.0
11-11-09,2160.0
12-11-09,2184.0
13-11-09,2191.0
16-11-09,2238.0
17-11-09,2271.0
18-11-09,2296.0
19-11-09,2290.0
20-11-09,2303.0
23-11-09,2360.0
24-11-09,2357.0
25-11-09,2416.0
26-11-09,2428.0
01-12-09,2407.0
02-12-09,2421.0
03-12-09,2414.0
04-12-09,2448.0
07-12-09,2498.0
08-12-09,2495.0
09-12-09,2458.0
10-12-09,2441.0
11-12-09,2458.0
14-12-09,2443.0
15-12-09,2458.0
16-12-09,2507.0
17-12-09,2517.0
21-12-09,2491.0
22-12-09,2469.0
23-12-09,2449.0
24-12-09,2475.0
28-12-09,2508.0
29-12-09,2529.0
30-12-09,2523.0
31-12-09,2590.0
04-01-10,2594.0
05-01-10,2617.0
06-01-10,2631.0
07-01-10,2592.0
08-01-10,2573.0
11-01-10,2564.0
12-01-10,2523.0
13-01-10,2484.0
14-01-10,2502.0
15-01-10,2469.0
18-01-10,2440.0
19-01-10,2467.0
20-01-10,2429.0
21-01-10,2433.0
22-01-10,2462.0
25-01-10,2462.0
26-01-10,2427.0
27-01-10,2415.0
28-01-10,2441.0
29-01-10,2436.0
02-02-10,2450.0
03-02-10,2495.0
04-02-10,2508.0
05-02-10,2511.0
08-02-10,2545.0
09-02-10,2559.0
10-02-10,2559.0
11-02-10,2584.0
12-02-10,2569.0
16-02-10,2625.0
17-02-10,2612.0
18-02-10,2606.0
19-02-10,2602.0
22-02-10,2624.0
23-02-10,2639.0
24-02-10,2623.0
25-02-10,2591.0
26-02-10,2600.0
01-03-10,2620.0
02-03-10,2614.0
03-03-10,2631.0
04-03-10,2651.0
05-03-10,2682.0
08-03-10,2701.0
09-03-10,2700.0
10-03-10,2689.0
11-03-10,2687.0
12-03-10,2650.0
15-03-10,2628.0
16-03-10,2611.0
17-03-10,2617.0
18-03-10,2593.0
19-03-10,2598.0
